Summary_Level,State_Code_FIPS,County_Code_FIPS,Area_Name
050,22,027,Claiborne Parish
050,22,029,Concordia Parish
050,22,031,De Soto Parish
050,22,033,East Baton Rouge Parish
050,22,035,East Carroll Parish
050,22,037,East Feliciana Parish
050,22,039,Evangeline Parish
050,22,041,Franklin Parish
050,22,043,Grant Parish
050,22,045,Iberia Parish
050,22,047,Iberville Parish
050,22,049,Jackson Parish
050,22,051,Jefferson Parish
050,22,053,Jefferson Davis Parish
050,22,055,Lafayette Parish
050,22,057,Lafourche Parish
050,22,059,LaSalle Parish
050,22,061,Lincoln Parish
050,22,063,Livingston Parish
050,22,065,Madison Parish
050,22,067,Morehouse Parish
050,22,069,Natchitoches Parish
050,22,071,Orleans Parish
050,22,073,Ouachita Parish
050,22,075,Plaquemines Parish
050,22,077,Pointe Coupee Parish
050,22,079,Rapides Parish
050,22,081,Red River Parish
050,22,083,Richland Parish
050,22,085,Sabine Parish
050,22,087,St. Bernard Parish
050,22,089,St. Charles Parish
050,22,091,St. Helena Parish
050,22,093,St. James Parish
050,22,095,St. John the Baptist Parish
050,22,097,St. Landry Parish
050,22,099,St. Martin Parish
050,22,101,St. Mary Parish
050,22,103,St. Tammany Parish
050,22,105,Tangipahoa Parish
050,22,107,Tensas Parish
050,22,109,Terrebonne Parish
050,22,111,Union Parish
050,22,113,Vermilion Parish
050,22,115,Vernon Parish
050,22,117,Washington Parish
050,22,119,Webster Parish
050,22,121,West Baton Rouge Parish
050,22,123,West Carroll Parish
050,22,125,West Feliciana Parish
050,22,127,Winn Parish
040,23,000,Maine
050,23,001,Androscoggin County
050,23,003,Aroostook County
050,23,005,Cumberland County
050,23,007,Franklin County
050,23,009,Hancock County
050,23,011,Kennebec County
050,23,013,Knox County
050,23,015,Lincoln County
050,23,017,Oxford County
050,23,019,Penobscot County
050,23,021,Piscataquis County
050,23,023,Sagadahoc County
050,23,025,Somerset County
050,23,027,Waldo County
050,23,029,Washington County
050,23,031,York County
040,24,000,Maryland
050,24,001,Allegany County
050,24,003,Anne Arundel County
050,24,005,Baltimore County
050,24,009,Calvert County
050,24,011,Caroline County
050,24,013,Carroll County
050,24,015,Cecil County
050,24,017,Charles County
050,24,019,Dorchester County
050,24,021,Frederick County
050,24,023,Garrett County
050,24,025,Harford County
050,24,027,Howard County
050,24,029,Kent County
050,24,031,Montgomery County
050,24,033,Prince George's County
050,24,035,Queen Anne's County
050,24,037,St. Mary's County
050,24,039,Somerset County
050,24,041,Talbot County
050,24,043,Washington County
050,24,045,Wicomico County
050,24,047,Worcester County
050,24,510,Baltimore city
040,25,000,Massachusetts
050,25,001,Barnstable County
050,25,003,Berkshire County
050,25,005,Bristol County
050,25,007,Dukes County
050,25,009,Essex County
050,25,011,Franklin County
050,25,013,Hampden County
050,25,015,Hampshire County
050,25,017,Middlesex County
050,25,019,Nantucket County
050,25,021,Norfolk County
050,25,023,Plymouth County
050,25,025,Suffolk County
050,25,027,Worcester County
040,26,000,Michigan
050,26,001,Alcona County
050,26,003,Alger County
050,26,005,Allegan County
050,26,007,Alpena County
050,26,009,Antrim County
050,26,011,Arenac County
050,26,013,Baraga County
050,26,015,Barry County
050,26,017,Bay County
050,26,019,Benzie County
050,26,021,Berrien County
050,26,023,Branch County
050,26,025,Calhoun County
050,26,027,Cass County
050,26,029,Charlevoix County
050,26,031,Cheboygan County
050,26,033,Chippewa County
050,26,035,Clare County
050,26,037,Clinton County
050,26,039,Crawford County
050,26,041,Delta County
050,26,043,Dickinson County
050,26,045,Eaton County
050,26,047,Emmet County
050,26,049,Genesee County
050,26,051,Gladwin County
050,26,053,Gogebic County
050,26,055,Grand Traverse County
050,26,057,Gratiot County
050,26,059,Hillsdale County
050,26,061,Houghton County
050,26,063,Huron County
050,26,065,Ingham County
050,26,067,Ionia County
050,26,069,Iosco County
050,26,071,Iron County
050,26,073,Isabella County
050,26,075,Jackson County
050,26,077,Kalamazoo County
050,26,079,Kalkaska County
050,26,081,Kent County
050,26,083,Keweenaw County
050,26,085,Lake County
050,26,087,Lapeer County
050,26,089,Leelanau County
050,26,091,Lenawee County
050,26,093,Livingston County
050,26,095,Luce County
050,26,097,Mackinac County
050,26,099,Macomb County
050,26,101,Manistee County
050,26,103,Marquette County
050,26,105,Mason County
050,26,107,Mecosta County
050,26,109,Menominee County
050,26,111,Midland County
050,26,113,Missaukee County
050,26,115,Monroe County
050,26,117,Montcalm County
050,26,119,Montmorency County
050,26,121,Muskegon County
050,26,123,Newaygo County
050,26,125,Oakland County
050,26,127,Oceana County
050,26,129,Ogemaw County
050,26,131,Ontonagon County
050,26,133,Osceola County
050,26,135,Oscoda County
050,26,137,Otsego County
050,26,139,Ottawa County
050,26,141,Presque Isle County
050,26,143,Roscommon County
050,26,145,Saginaw County
050,26,147,St. Clair County
050,26,149,St. Joseph County
050,26,151,Sanilac County
050,26,153,Schoolcraft County
050,26,155,Shiawassee County
050,26,157,Tuscola County
050,26,159,Van Buren County
050,26,161,Washtenaw County
050,26,163,Wayne County
050,26,165,Wexford County
040,27,000,Minnesota
050,27,001,Aitkin County
050,27,003,Anoka County
050,27,005,Becker County
050,27,007,Beltrami County
050,27,009,Benton County
050,27,011,Big Stone County
050,27,013,Blue Earth County
050,27,015,Brown County
050,27,017,Carlton County
050,27,019,Carver County
050,27,021,Cass County
050,27,023,Chippewa County
050,27,025,Chisago County
050,27,027,Clay County
050,27,029,Clearwater County
050,27,031,Cook County
050,27,033,Cottonwood County
050,27,035,Crow Wing County
050,27,037,Dakota County
050,27,039,Dodge County
050,27,041,Douglas County
050,27,043,Faribault County
050,27,045,Fillmore County
050,27,047,Freeborn County
050,27,049,Goodhue County
050,27,051,Grant County
050,27,053,Hennepin County
050,27,055,Houston County
050,27,057,Hubbard County
050,27,059,Isanti County
050,27,061,Itasca County
050,27,063,Jackson County
050,27,065,Kanabec County
050,27,067,Kandiyohi County
050,27,069,Kittson County
050,27,071,Koochiching County
050,27,073,Lac qui Parle County
050,27,075,Lake County
050,27,077,Lake of the Woods County
050,27,079,Le Sueur County
050,27,081,Lincoln County
050,27,083,Lyon County
050,27,085,McLeod County
050,27,087,Mahnomen County
050,27,089,Marshall County
050,27,091,Martin County
050,27,093,Meeker County
050,27,095,Mille Lacs County
050,27,097,Morrison County
050,27,099,Mower County
050,27,101,Murray County
050,27,103,Nicollet County
050,27,105,Nobles County
050,27,107,Norman County
050,27,109,Olmsted County
050,27,111,Otter Tail County
050,27,113,Pennington County
050,27,115,Pine County
050,27,117,Pipestone County
050,27,119,Polk County
050,27,121,Pope County
050,27,123,Ramsey County
050,27,125,Red Lake County
050,27,127,Redwood County
050,27,129,Renville County
050,27,131,Rice County
050,27,133,Rock County
050,27,135,Roseau County
050,27,137,St. Louis County
050,27,139,Scott County
050,27,141,Sherburne County
050,27,143,Sibley County
050,27,145,Stearns County
050,27,147,Steele County
050,27,149,Stevens County
050,27,151,Swift County
050,27,153,Todd County
050,27,155,Traverse County
050,27,157,Wabasha County
050,27,159,Wadena County
050,27,161,Waseca County
050,27,163,Washington County
050,27,165,Watonwan County
050,27,167,Wilkin County
050,27,169,Winona County
050,27,171,Wright County
050,27,173,Yellow Medicine County
040,28,000,Mississippi
050,28,001,Adams County
050,28,003,Alcorn County
050,28,005,Amite County
050,28,007,Attala County
050,28,009,Benton County
050,28,011,Bolivar County
050,28,013,Calhoun County
050,28,015,Carroll County
050,28,017,Chickasaw County
050,28,019,Choctaw County
050,28,021,Claiborne County
050,28,023,Clarke County
050,28,025,Clay County
050,28,027,Coahoma County
050,28,029,Copiah County
050,28,031,Covington County
050,28,033,DeSoto County
050,28,035,Forrest County
050,28,037,Franklin County
050,28,039,George County
050,28,041,Greene County
050,28,043,Grenada County
050,28,045,Hancock County
050,28,047,Harrison County
050,28,049,Hinds County
050,28,051,Holmes County
050,28,053,Humphreys County
050,28,055,Issaquena County
050,28,057,Itawamba County
050,28,059,Jackson County
050,28,061,Jasper County
050,28,063,Jefferson County
050,28,065,Jefferson Davis County
050,28,067,Jones County
050,28,069,Kemper County
050,28,071,Lafayette County
050,28,073,Lamar County
050,28,075,Lauderdale County
050,28,077,Lawrence County
050,28,079,Leake County
050,28,081,Lee County
050,28,083,Leflore County
050,28,085,Lincoln County
050,28,087,Lowndes County
050,28,089,Madison County
050,28,091,Marion County
050,28,093,Marshall County
050,28,095,Monroe County
050,28,097,Montgomery County
050,28,099,Neshoba County
050,28,101,Newton County
050,28,103,Noxubee County
050,28,105,Oktibbeha County
050,28,107,Panola County
050,28,109,Pearl River County
050,28,111,Perry County
050,28,113,Pike County
050,28,115,Pontotoc County
050,28,117,Prentiss County
050,28,119,Quitman County
050,28,121,Rankin County
050,28,123,Scott County
050,28,125,Sharkey County
050,28,127,Simpson County
050,28,129,Smith County
050,28,131,Stone County
050,28,133,Sunflower County
050,28,135,Tallahatchie County
050,28,137,Tate County
050,28,139,Tippah County
050,28,141,Tishomingo County
050,28,143,Tunica County
050,28,145,Union County
050,28,147,Walthall County
050,28,149,Warren County
050,28,151,Washington County
050,28,153,Wayne County
050,28,155,Webster County
050,28,157,Wilkinson County
050,28,159,Winston County
050,28,161,Yalobusha County
050,28,163,Yazoo County
040,29,000,Missouri
050,29,001,Adair County
050,29,003,Andrew County
050,29,005,Atchison County
050,29,007,Audrain County
050,29,009,Barry County
050,29,011,Barton County
050,29,013,Bates County
050,29,015,Benton County
050,29,017,Bollinger County
050,29,019,Boone County
050,29,021,Buchanan County
050,29,023,Butler County
050,29,025,Caldwell County
050,29,027,Callaway County
050,29,029,Camden County
050,29,031,Cape Girardeau County
050,29,033,Carroll County
050,29,035,Carter County
050,29,037,Cass County
050,29,039,Cedar County
050,29,041,Chariton County
050,29,043,Christian County
050,29,045,Clark County
050,29,047,Clay County
050,29,049,Clinton County
050,29,051,Cole County
050,29,053,Cooper County
050,29,055,Crawford County
050,29,057,Dade County
050,29,059,Dallas County
050,29,061,Daviess County
050,29,063,DeKalb County
050,29,065,Dent County
050,29,067,Douglas County
050,29,069,Dunklin County
050,29,071,Franklin County
050,29,073,Gasconade County
050,29,075,Gentry County
050,29,077,Greene County
050,29,079,Grundy County
050,29,081,Harrison County
050,29,083,Henry County
050,29,085,Hickory County
050,29,087,Holt County
050,29,089,Howard County
050,29,091,Howell County
050,29,093,Iron County
050,29,095,Jackson County
050,29,097,Jasper County
050,29,099,Jefferson County
050,29,101,Johnson County
050,29,103,Knox County
050,29,105,Laclede County
050,29,107,Lafayette County
050,29,109,Lawrence County
050,29,111,Lewis County
050,29,113,Lincoln County
050,29,115,Linn County
050,29,117,Livingston County
050,29,119,McDonald County
050,29,121,Macon County
050,29,123,Madison County
050,29,125,Maries County
050,29,127,Marion County
050,29,129,Mercer County
050,29,131,Miller County
050,29,133,Mississippi County
050,29,135,Moniteau County
050,29,137,Monroe County
050,29,139,Montgomery County
050,29,141,Morgan County
050,29,143,New Madrid County
050,29,145,Newton County
050,29,147,Nodaway County
050,29,149,Oregon County
050,29,151,Osage County
050,29,153,Ozark County
050,29,155,Pemiscot County
050,29,157,Perry County
050,29,159,Pettis County
050,29,161,Phelps County
050,29,163,Pike County
050,29,165,Platte County
050,29,167,Polk County
050,29,169,Pulaski County
050,29,171,Putnam County
050,29,173,Ralls County
050,29,175,Randolph County
050,29,177,Ray County
050,29,179,Reynolds County
050,29,181,Ripley County
050,29,183,St. Charles County
050,29,185,St. Clair County
050,29,186,Ste. Genevieve County
050,29,187,St. Francois County
050,29,189,St. Louis County
050,29,195,Saline County
050,29,197,Schuyler County
050,29,199,Scotland County
050,29,201,Scott County
050,29,203,Shannon County
050,29,205,Shelby County
050,29,207,Stoddard County
050,29,209,Stone County
050,29,211,Sullivan County
050,29,213,Taney County
050,29,215,Texas County
050,29,217,Vernon County
050,29,219,Warren County
050,29,221,Washington County
050,29,223,Wayne County
050,29,225,Webster County
050,29,227,Worth County
050,29,229,Wright County
050,29,510,St. Louis city
040,30,000,Montana
050,30,001,Beaverhead County
050,30,003,Big Horn County
050,30,005,Blaine County
050,30,007,Broadwater County
050,30,009,Carbon County
050,30,011,Carter County
050,30,013,Cascade County
050,30,015,Chouteau County
050,30,017,Custer County
050,30,019,Daniels County
050,30,021,Dawson County
050,30,023,Deer Lodge County
050,30,025,Fallon County
050,30,027,Fergus County
050,30,029,Flathead County
050,30,031,Gallatin County
050,30,033,Garfield County
050,30,035,Glacier County
050,30,037,Golden Valley County
050,30,039,Granite County
050,30,041,Hill County
050,30,043,Jefferson County
050,30,045,Judith Basin County
050,30,047,Lake County
050,30,049,Lewis and Clark County
050,30,051,Liberty County
050,30,053,Lincoln County
050,30,055,McCone County
050,30,057,Madison County
050,30,059,Meagher County
050,30,061,Mineral County
050,30,063,Missoula County
050,30,065,Musselshell County
050,30,067,Park County
050,30,069,Petroleum County
050,30,071,Phillips County
050,30,073,Pondera County
050,30,075,Powder River County
050,30,077,Powell County
050,30,079,Prairie County
050,30,081,Ravalli County
050,30,083,Richland County
050,30,085,Roosevelt County
050,30,087,Rosebud County
050,30,089,Sanders County
050,30,091,Sheridan County
050,30,093,Silver Bow County
050,30,095,Stillwater County
050,30,097,Sweet Grass County
050,30,099,Teton County
050,30,101,Toole County
050,30,103,Treasure County
050,30,105,Valley County
050,30,107,Wheatland County
050,30,109,Wibaux County
050,30,111,Yellowstone County
040,31,000,Nebraska
050,31,001,Adams County
050,31,003,Antelope County
050,31,005,Arthur County
050,31,007,Banner County
050,31,009,Blaine County
050,31,011,Boone County
050,31,013,Box Butte County
050,31,015,Boyd County
050,31,017,Brown County
050,31,019,Buffalo County
050,31,021,Burt County
050,31,023,Butler County
050,31,025,Cass County
050,31,027,Cedar County
050,31,029,Chase County
050,31,031,Cherry County
050,31,033,Cheyenne County
050,31,035,Clay County
050,31,037,Colfax County
050,31,039,Cuming County
050,31,041,Custer County
050,31,043,Dakota County
050,31,045,Dawes County
050,31,047,Dawson County
050,31,049,Deuel County
050,31,051,Dixon County
050,31,053,Dodge County
050,31,055,Douglas County
050,31,057,Dundy County
050,31,059,Fillmore County
050,31,061,Franklin County
050,31,063,Frontier County
050,31,065,Furnas County
050,31,067,Gage County
050,31,069,Garden County
050,31,071,Garfield County
050,31,073,Gosper County
050,31,075,Grant County
050,31,077,Greeley County
050,31,079,Hall County
050,31,081,Hamilton County
050,31,083,Harlan County
050,31,085,Hayes County
050,31,087,Hitchcock County
050,31,089,Holt County
050,31,091,Hooker County
050,31,093,Howard County
050,31,095,Jefferson County
050,31,097,Johnson County
050,31,099,Kearney County
050,31,101,Keith County
050,31,103,Keya Paha County
050,31,105,Kimball County
050,31,107,Knox County
050,31,109,Lancaster County
050,31,111,Lincoln County
050,31,113,Logan County
050,31,115,Loup County
050,31,117,McPherson County
050,31,119,Madison County
050,31,121,Merrick County
050,31,123,Morrill County
050,31,125,Nance County
050,31,127,Nemaha County
050,31,129,Nuckolls County
050,31,131,Otoe County
050,31,133,Pawnee County
050,31,135,Perkins County
050,31,137,Phelps County
050,31,139,Pierce County
050,31,141,Platte County
050,31,143,Polk County
050,31,145,Red Willow County
050,31,147,Richardson County
050,31,149,Rock County
050,31,151,Saline County
050,31,153,Sarpy County
050,31,155,Saunders County
050,31,157,Scotts Bluff County
050,31,159,Seward County
050,31,161,Sheridan County
050,31,163,Sherman County
050,31,165,Sioux County
050,31,167,Stanton County
050,31,169,Thayer County
050,31,171,Thomas County
050,31,173,Thurston County
050,31,175,Valley County
050,31,177,Washington County
050,31,179,Wayne County
050,31,181,Webster County
050,31,183,Wheeler County
050,31,185,York County
040,32,000,Nevada
050,32,001,Churchill County
050,32,003,Clark County
050,32,005,Douglas County
050,32,007,Elko County
050,32,009,Esmeralda County
050,32,011,Eureka County
050,32,013,Humboldt County
050,32,015,Lander County
050,32,017,Lincoln County
050,32,019,Lyon County
050,32,021,Mineral County
050,32,023,Nye County
050,32,027,Pershing County
050,32,029,Storey County
050,32,031,Washoe County
050,32,033,White Pine County
050,32,510,Carson City
040,33,000,New Hampshire
050,33,001,Belknap County
050,33,003,Carroll County
050,33,005,Cheshire County
050,33,007,Coos County
050,33,009,Grafton County
050,33,011,Hillsborough County
050,33,013,Merrimack County
050,33,015,Rockingham County
050,33,017,Strafford County
050,33,019,Sullivan County
040,34,000,New Jersey
050,34,001,Atlantic County
050,34,003,Bergen County
050,34,005,Burlington County
050,34,007,Camden County
050,34,009,Cape May County
050,34,011,Cumberland County
050,34,013,Essex County
050,34,015,Gloucester County
050,34,017,Hudson County
050,34,019,Hunterdon County
050,34,021,Mercer County
050,34,023,Middlesex County
050,34,025,Monmouth County
050,34,027,Morris County
050,34,029,Ocean County
050,34,031,Passaic County
050,34,033,Salem County
050,34,035,Somerset County
050,34,037,Sussex County
050,34,039,Union County
050,34,041,Warren County
040,35,000,New Mexico
050,35,001,Bernalillo County
050,35,003,Catron County
050,35,005,Chaves County
050,35,006,Cibola County
050,35,007,Colfax County
050,35,009,Curry County
050,35,011,De Baca County
050,35,013,Doña Ana County
050,35,015,Eddy County
050,35,017,Grant County
050,35,019,Guadalupe County
050,35,021,Harding County
050,35,023,Hidalgo County
050,35,025,Lea County
050,35,027,Lincoln County
050,35,028,Los Alamos County
050,35,029,Luna County
050,35,031,McKinley County
050,35,033,Mora County
050,35,035,Otero County
050,35,037,Quay County
050,35,039,Rio Arriba County
050,35,041,Roosevelt County
050,35,043,Sandoval County
050,35,045,San Juan County
050,35,047,San Miguel County
050,35,049,Santa Fe County
050,35,051,Sierra County
050,35,053,Socorro County
050,35,055,Taos County
050,35,057,Torrance County
050,35,059,Union County
050,35,061,Valencia County
040,36,000,New York
050,36,001,Albany County
050,36,003,Allegany County
050,36,005,Bronx County
050,36,007,Broome County
050,36,009,Cattaraugus County
050,36,011,Cayuga County
050,36,013,Chautauqua County
050,36,015,Chemung County
050,36,017,Chenango County
050,36,019,Clinton County
050,36,021,Columbia County
050,36,023,Cortland County
050,36,025,Delaware County
050,36,027,Dutchess County
050,36,029,Erie County
050,36,031,Essex County
050,36,033,Franklin County
050,36,035,Fulton County
050,36,037,Genesee County
050,36,039,Greene County
050,36,041,Hamilton County
050,36,043,Herkimer County
050,36,045,Jefferson County
050,36,047,Kings County
050,36,049,Lewis County
050,36,051,Livingston County
050,36,053,Madison County
050,36,055,Monroe County
050,36,057,Montgomery County
050,36,059,Nassau County
050,36,061,New York County
050,36,063,Niagara County
050,36,065,Oneida County
050,36,067,Onondaga County
050,36,069,Ontario County
050,36,071,Orange County
050,36,073,Orleans County
050,36,075,Oswego County
050,36,077,Otsego County
050,36,079,Putnam County
050,36,081,Queens County
050,36,083,Rensselaer County
050,36,085,Richmond County
050,36,087,Rockland County
050,36,089,St. Lawrence County
050,36,091,Saratoga County
050,36,093,Schenectady County
050,36,095,Schoharie County
050,36,097,Schuyler County
050,36,099,Seneca County
050,36,101,Steuben County
050,36,103,Suffolk County
050,36,105,Sullivan County
050,36,107,Tioga County
050,36,109,Tompkins County
050,36,111,Ulster County
050,36,113,Warren County
050,36,115,Washington County
050,36,117,Wayne County
050,36,119,Westchester County
050,36,121,Wyoming County
050,36,123,Yates County
040,37,000,North Carolina
050,37,001,Alamance County
050,37,003,Alexander County
050,37,005,Alleghany County
050,37,007,Anson County
050,37,009,Ashe County
050,37,011,Avery County
050,37,013,Beaufort County
050,37,015,Bertie County
050,37,017,Bladen County
050,37,019,Brunswick County
050,37,021,Buncombe County
050,37,023,Burke County
050,37,025,Cabarrus County
050,37,027,Caldwell County
050,37,029,Camden County
050,37,031,Carteret County
050,37,033,Caswell County
050,37,035,Catawba County
050,37,037,Chatham County
050,37,039,Cherokee County
050,37,041,Chowan County
050,37,043,Clay County
050,37,045,Cleveland County
050,37,047,Columbus County
050,37,049,Craven County
050,37,051,Cumberland County
050,37,053,Currituck County
050,37,055,Dare County
050,37,057,Davidson County
050,37,059,Davie County
050,37,061,Duplin County
050,37,063,Durham County
050,37,065,Edgecombe County
050,37,067,Forsyth County
050,37,069,Franklin County
050,37,071,Gaston County
050,37,073,Gates County
050,37,075,Graham County
050,37,077,Granville County
050,37,079,Greene County
050,37,081,Guilford County
050,37,083,Halifax County
050,37,085,Harnett County
050,37,087,Haywood County
050,37,089,Henderson County
050,37,091,Hertford County
050,37,093,Hoke County
050,37,095,Hyde County
050,37,097,Iredell County
050,37,099,Jackson County
050,37,101,Johnston County
050,37,103,Jones County
050,37,105,Lee County
050,37,107,Lenoir County
050,37,109,Lincoln County
050,37,111,McDowell County
050,37,113,Macon County
050,37,115,Madison County
050,37,117,Martin County
050,37,119,Mecklenburg County
050,37,121,Mitchell County
050,37,123,Montgomery County
050,37,125,Moore County
050,37,127,Nash County
050,37,129,New Hanover County
050,37,131,Northampton County
050,37,133,Onslow County
050,37,135,Orange County
050,37,137,Pamlico County
050,37,139,Pasquotank County
050,37,141,Pender County
050,37,143,Perquimans County
050,37,145,Person County
050,37,147,Pitt County
050,37,149,Polk County
050,37,151,Randolph County
050,37,153,Richmond County
050,37,155,Robeson County
050,37,157,Rockingham County
050,37,159,Rowan County
050,37,161,Rutherford County
050,37,163,Sampson County
050,37,165,Scotland County
050,37,167,Stanly County
050,37,169,Stokes County
050,37,171,Surry County
050,37,173,Swain County
050,37,175,Transylvania County
050,37,177,Tyrrell County
050,37,179,Union County
050,37,181,Vance County
050,37,183,Wake County
050,37,185,Warren County
050,37,187,Washington County
050,37,189,Watauga County
050,37,191,Wayne County
050,37,193,Wilkes County
050,37,195,Wilson County
050,37,197,Yadkin County
050,37,199,Yancey County
040,38,000,North Dakota
050,38,001,Adams County
050,38,003,Barnes County
050,38,005,Benson County
050,38,007,Billings County
050,38,009,Bottineau County
050,38,011,Bowman County
050,38,013,Burke County
050,38,015,Burleigh County
050,38,017,Cass County
050,38,019,Cavalier County
050,38,021,Dickey County
050,38,023,Divide County
050,38,025,Dunn County
050,38,027,Eddy County
050,38,029,Emmons County
050,38,031,Foster County
050,38,033,Golden Valley County
050,38,035,Grand Forks County
050,38,037,Grant County
050,38,039,Griggs County
050,38,041,Hettinger County
050,38,043,Kidder County
050,38,045,LaMoure County
050,38,047,Logan County
050,38,049,McHenry County
050,38,051,McIntosh County
050,38,053,McKenzie County
050,38,055,McLean County
050,38,057,Mercer County
050,38,059,Morton County
050,38,061,Mountrail County
050,38,063,Nelson County
050,38,065,Oliver County
050,38,067,Pembina County
050,38,069,Pierce County
050,38,071,Ramsey County
050,38,073,Ransom County
050,38,075,Renville County
050,38,077,Richland County
050,38,079,Rolette County
050,38,081,Sargent County
050,38,083,Sheridan County
050,38,085,Sioux County
050,38,087,Slope County
050,38,089,Stark County
050,38,091,Steele County
050,38,093,Stutsman County
050,38,095,Towner County
050,38,097,Traill County
050,38,099,Walsh County
050,38,101,Ward County
050,38,103,Wells County
050,38,105,Williams County
040,39,000,Ohio
050,39,001,Adams County
050,39,003,Allen County
050,39,005,Ashland County
050,39,007,Ashtabula County
050,39,009,Athens County
050,39,011,Auglaize County
050,39,013,Belmont County
050,39,015,Brown County
050,39,017,Butler County
050,39,019,Carroll County
050,39,021,Champaign County
050,39,023,Clark County
050,39,025,Clermont County
050,39,027,Clinton County
050,39,029,Columbiana County
050,39,031,Coshocton County
050,39,033,Crawford County
050,39,035,Cuyahoga County
050,39,037,Darke County
050,39,039,Defiance County
050,39,041,Delaware County
050,39,043,Erie County
050,39,045,Fairfield County
050,39,047,Fayette County
050,39,049,Franklin County
050,39,051,Fulton County
050,39,053,Gallia County
050,39,055,Geauga County
050,39,057,Greene County
050,39,059,Guernsey County
050,39,061,Hamilton County
050,39,063,Hancock County
050,39,065,Hardin County
050,39,067,Harrison County
050,39,069,Henry County
050,39,071,Highland County
050,39,073,Hocking County
050,39,075,Holmes County
050,39,077,Huron County
050,39,079,Jackson County
050,39,081,Jefferson County
050,39,083,Knox County
050,39,085,Lake County
050,39,087,Lawrence County
050,39,089,Licking County
050,39,091,Logan County
050,39,093,Lorain County
050,39,095,Lucas County
050,39,097,Madison County
050,39,099,Mahoning County
050,39,101,Marion County
050,39,103,Medina County
050,39,105,Meigs County
050,39,107,Mercer County
050,39,109,Miami County
050,39,111,Monroe County
050,39,113,Montgomery County
050,39,115,Morgan County
050,39,117,Morrow County
050,39,119,Muskingum County
050,39,121,Noble County
050,39,123,Ottawa County
050,39,125,Paulding County
050,39,127,Perry County
050,39,129,Pickaway County
050,39,131,Pike County
050,39,133,Portage County
050,39,135,Preble County
050,39,137,Putnam County
050,39,139,Richland County
050,39,141,Ross County
050,39,143,Sandusky County
050,39,145,Scioto County
050,39,147,Seneca County
050,39,149,Shelby County
050,39,151,Stark County
050,39,153,Summit County
050,39,155,Trumbull County
050,39,157,Tuscarawas County
050,39,159,Union County
050,39,161,Van Wert County
050,39,163,Vinton County
050,39,165,Warren County
050,39,167,Washington County
050,39,169,Wayne County
050,39,171,Williams County
050,39,173,Wood County
050,39,175,Wyandot County
040,40,000,Oklahoma
050,40,001,Adair County
050,40,003,Alfalfa County
050,40,005,Atoka County
050,40,007,Beaver County
050,40,009,Beckham County
050,40,011,Blaine County
050,40,013,Bryan County
050,40,015,Caddo County
050,40,017,Canadian County
050,40,019,Carter County
050,40,021,Cherokee County
050,40,023,Choctaw County
050,40,025,Cimarron County
050,40,027,Cleveland County
050,40,029,Coal County
050,40,031,Comanche County
050,40,033,Cotton County
050,40,035,Craig County
050,40,037,Creek County
050,40,039,Custer County
050,40,041,Delaware County
050,40,043,Dewey County
050,40,045,Ellis County
050,40,047,Garfield County
050,40,049,Garvin County
050,40,051,Grady County
050,40,053,Grant County
050,40,055,Greer County
050,40,057,Harmon County
050,40,059,Harper County
050,40,061,Haskell County
050,40,063,Hughes County
050,40,065,Jackson County
050,40,067,Jefferson County
050,40,069,Johnston County
050,40,071,Kay County
050,40,073,Kingfisher County
050,40,075,Kiowa County
050,40,077,Latimer County
050,40,079,Le Flore County
050,40,081,Lincoln County
050,40,083,Logan County
050,40,085,Love County
050,40,087,McClain County
050,40,089,McCurtain County
050,40,091,McIntosh County
050,40,093,Major County
050,40,095,Marshall County
050,40,097,Mayes County
050,40,099,Murray County
050,40,101,Muskogee County
050,40,103,Noble County
050,40,105,Nowata County
050,40,107,Okfuskee County
050,40,109,Oklahoma County
050,40,111,Okmulgee County
050,40,113,Osage County
050,40,115,Ottawa County
050,40,117,Pawnee County
050,40,119,Payne County
050,40,121,Pittsburg County
050,40,123,Pontotoc County
050,40,125,Pottawatomie County
050,40,127,Pushmataha County
050,40,129,Roger Mills County
050,40,131,Rogers County
050,40,133,Seminole County
050,40,135,Sequoyah County
050,40,137,Stephens County
050,40,139,Texas County
050,40,141,Tillman County
050,40,143,Tulsa County
050,40,145,Wagoner County
050,40,147,Washington County
050,40,149,Washita County
050,40,151,Woods County
050,40,153,Woodward County
040,41,000,Oregon
050,41,001,Baker County
050,41,003,Benton County
050,41,005,Clackamas County
050,41,007,Clatsop County
050,41,009,Columbia County
050,41,011,Coos County
050,41,013,Crook County
050,41,015,Curry County
050,41,017,Deschutes County
050,41,019,Douglas County
050,41,021,Gilliam County
050,41,023,Grant County
050,41,025,Harney County
050,41,027,Hood River County
050,41,029,Jackson County
050,41,031,Jefferson County
050,41,033,Josephine County
050,41,035,Klamath County
050,41,037,Lake County
050,41,039,Lane County
050,41,041,Lincoln County
050,41,043,Linn County
050,41,045,Malheur County
050,41,047,Marion County
050,41,049,Morrow County
050,41,051,Multnomah County
050,41,053,Polk County
050,41,055,Sherman County
050,41,057,Tillamook County
050,41,059,Umatilla County
050,41,061,Union County
050,41,063,Wallowa County
050,41,065,Wasco County
050,41,067,Washington County
050,41,069,Wheeler County
050,41,071,Yamhill County
040,42,000,Pennsylvania
050,42,001,Adams County
050,42,003,Allegheny County
050,42,005,Armstrong County
